,,,,"Command Area",,,,,,,,"Non-Command Area",,,,,,,,"Poor GW quality area",,,,,,,
,,,,"Irrigated",,,,,,,,"Irrigated",,,,,,,,"Irrigated",,,,,,,
"Sr.no","Watershed code","GW watershed name","village name","DW","DW PS","BW","STW","MTW","DTW","FP","Total","DW","DW PS","BW","STW","MTW","DTW","FP","Total","DW","DW PS","BW","STW","MTW","DTW","FP","Total"
888,"10-C-79-49","Ctr-Kor-Nagari","Damarapakkam",607,607,2096,0,0,607,,3917,,12,55,,,,2,69,,,,,,,,0
889,"10-C-79-49","Ctr-Kor-Nagari","Iruguvay",608,608,3682,22,0,608,,5528,,18,123,,,,3,144,,,,,,,,0
890,"10-C-79-50","Ctr_Kor_Vijayapuram","Terani",301,301,2187,0,0,301,,3090,,1,104,,,,1,106,,,,,,,,0
891,"10-C-79-50","Ctr_Kor_Vijayapuram","Mela Pattu",339,339,833,0,0,339,,1850,,0,50,,,,1,51,,,,,,,,0
892,"10-C-79-50","Ctr_Kor_Vijayapuram","Keela pattu",435,435,2365,0,7,428,,3670,,0,40,,,,1,41,,,,,,,,0
893,"10-C-79-50","Ctr_Kor_Vijayapuram","Nettam Kandriga",178,178,2105,0,0,178,,2639,,2,30,,,,1,33,,,,,,,,0
894,"10-C-79-50","Ctr_Kor_Vijayapuram","Nagaraju Kuppam",455,455,1844,0,165,290,,3209,,7,108,,,,2,117,,,,,,,,0
895,"10-C-79-50","Ctr_Kor_Vijayapuram","Kannikapuram",309,309,244,0,2,307,,1171,,1,35,,,,1,37,,,,,,,,0
896,"10-C-79-50","Ctr_Kor_Vijayapuram","O.G.Kuppam",767,767,2697,0,0,767,,4998,,8,107,,,,6,121,,,,,,,,0
897,"10-C-79-50","Ctr_Kor_Vijayapuram","Virakaveriraja-puram",732,732,2659,0,0,732,,4855,,10,101,,,,2,113,,,,,,,,0
898,"10-C-79-50","Ctr_Kor_Vijayapuram","Mudi Palli",892,892,2951,0,248,644,,5627,,6,108,,,,1,115,,,,,,,,0
899,"10-C-79-50","Ctr_Kor_Vijayapuram","Srinivasapuram",217,217,0,0,0,217,,651,,6,3,,,,0,9,,,,,,,,0
900,"10-C-79-50","Ctr_Kor_Vijayapuram","Saraswathivilasapuram",134,134,334,0,44,90,,736,,6,5,,,,0,11,,,,,,,,0
901,"10-C-79-50","Ctr_Kor_Vijayapuram","Taduku Peta",353,353,1102,0,52,301,,2161,,9,13,,,,1,23,,,,,,,,0
902,"10-C-79-50","Ctr_Kor_Vijayapuram","VNR peta",53,53,1790,0,0,53,,1949,,3,1,,,,0,4,,,,,,,,0
903,"10-C-79-50","Ctr_Kor_Vijayapuram","Kavetipuram",224,224,577,0,0,224,,1249,,3,41,,,,1,45,,,,,,,,0
904,"10-C-79-50","Ctr_Kor_Vijayapuram","Vijaya Raghavapuram",453,453,0,0,0,453,,1359,,2,15,,,,1,18,,,,,,,,0
905,"10-C-79-50","Ctr_Kor_Vijayapuram","KV puram",435,435,2309,0,0,435,,3614,,11,101,,,,4,116,,,,,,,,0
906,"10-C-79-50","Ctr_Kor_Vijayapuram","Mangalam",417,417,1457,0,4,413,,2708,,10,121,,,,1,132,,,,,,,,0
907,"10-C-79-50","Ctr_Kor_Vijayapuram","Vijayapuram",1263,1263,3750,0,8,1255,,7539,,16,105,,,,4,125,,,,,,,,0
908,"10-C-79-50","Ctr_Kor_Vijayapuram","Ellattur",369,369,1932,0,0,369,,3039,,13,62,,,,2,77,,,,,,,,0
909,"10-C-79-50","Ctr_Kor_Vijayapuram","Kosalanagaram",785,785,1177,0,0,785,,3532,,10,10,,,,1,21,,,,,,,,0
910,"10-C-79-50","Ctr_Kor_Vijayapuram","Pata Arcod",577,577,2082,0,51,526,,3813,,15,100,,,,1,116,,,,,,,,0
911,"10-C-79-50","Ctr_Kor_Vijayapuram","Sri haripuram",1082,1082,2582,0,95,987,,5828,,12,7,,,,2,21,,,,,,,,0
912,"10-C-79-50","Ctr_Kor_Vijayapuram","Maharajapuram",298,298,1098,0,0,298,,1992,,7,45,,,,1,53,,,,,,,,0
913,"10-C-79-51","Ctr-Kor-Annuru","DM puram",494,494,2667,0,0,494,,4149,0,31,45,0,0,0,2,78,,,,,,,,0
914,"10-C-79-51","Ctr-Kor-Annuru","KM puram",756,756,1685,562,60,696,,4515,0,25,91,0,0,0,4,120,,,,,,,,0
915,"10-C-79-51","Ctr-Kor-Annuru","Iduvaripalli",89,89,392,0,0,89,,659,0,5,20,0,0,0,1,26,,,,,,,,0
916,"10-C-79-51","Ctr-Kor-Annuru","Annuru",333,333,2853,0,0,333,,3852,0,12,34,0,0,0,2,48,,,,,,,,0
917,"10-C-79-51","Ctr-Kor-Annuru","Krishnasamudram",58,58,473,0,0,58,,647,0,4,9,0,0,0,1,14,,,,,,,,0
918,"10-C-79-51","Ctr-Kor-Annuru","Kotaravedu",387,387,1913,0,131,256,,3074,0,21,82,0,0,0,3,106,,,,,,,,0
919,"10-C-79-51","Ctr-Kor-Annuru","Lakshmirajapeta",528,528,592,0,412,116,,2176,0,6,46,0,0,0,1,53,,,,,,,,0
920,"10-C-79-51","Ctr-Kor-Annuru","Gopisettipalli",163,163,1706,0,0,163,,2195,0,11,50,0,0,0,1,62,,,,,,,,0
921,"10-C-79-53","Ctr-Kor-S R Puram","Amudala",861,861,1994,119,292,569,,4696,,21,30,,,,1,52,,,,,,,,0
922,"10-C-79-53","Ctr-Kor-S R Puram","Vana durga puram",1030,1030,1168,0,815,215,,4258,,10,15,,,,2,27,,,,,,,,0
923,"10-C-79-53","Ctr-Kor-S R Puram","Pachigunta",594,594,1617,0,75,519,,3399,,21,44,,,,0,65,,,,,,,,0
924,"10-C-79-53","Ctr-Kor-S R Puram","Vinjam",1881,1881,7620,243,115,1766,,13506,,103,166,,,,27,296,,,,,,,,0
925,"10-C-79-53","Ctr-Kor-S R Puram","Pullur",1625,1625,2923,0,369,1256,,7798,,14,109,,,,3,126,,,,,,,,0
926,"10-C-79-53","Ctr-Kor-S R Puram","Padmapuram",146,146,854,0,,146,,1292,,4,53,,,,0,57,,,,,,,,0
927,"10-C-79-53","Ctr-Kor-S R Puram","Kondrajupuram",325,325,708,0,0,325,,1683,,4,53,,,,1,58,,,,,,,,0
928,"10-C-79-53","Ctr-Kor-S R Puram","Kannikapuram",36,36,717,0,0,36,,825,,5,15,,,,1,21,,,,,,,,0
929,"10-C-79-53","Ctr-Kor-S R Puram","Suprarajapapuram",137,137,100,0,0,137,,511,,5,16,,,,1,22,,,,,,,,0
930,"10-C-79-53","Ctr-Kor-S R Puram","Venugopalapuram",569,569,1242,0,0,569,,2949,,5,78,,,,1,84,,,,,,,,0
931,"10-C-79-53","Ctr-Kor-S R Puram","Nallepalli",130,130,483,0,0,130,,873,,2,34,,,,0,36,,,,,,,,0
932,"10-C-79-53","Ctr-Kor-S R Puram","Tatimakulapalli",244,244,926,0,0,244,,1658,,11,47,,,,0,58,,,,,,,,0
933,"10-C-79-53","Ctr-Kor-S R Puram","Peddakondepalli",99,99,317,0,0,99,,614,,4,32,,,,0,36,,,,,,,,0
934,"10-C-79-53","Ctr-Kor-S R Puram","SSr Puram",186,186,566,0,0,186,,1124,,2,19,,,,1,22,,,,,,,,0
935,"10-C-79-53","Ctr-Kor-S R Puram","Kannikapuram",46,46,172,0,0,46,,310,,2,12,,,,0,14,,,,,,,,0
936,"10-C-79-53","Ctr-Kor-S R Puram","Basivireddipalli",420,420,813,0,0,420,,2073,,8,47,,,,7,62,,,,,,,,0
937,"10-C-79-53","Ctr-Kor-S R Puram","Arimakulapalli",146,146,855,0,0,146,,1293,,6,47,,,,2,55,,,,,,,,0
938,"10-C-79-53","Ctr-Kor-S R Puram","Voddipalli",128,128,648,0,0,128,,1032,,4,19,,,,2,25,,,,,,,,0
939,"10-C-79-53","Ctr-Kor-S R Puram","Kannikapuram",365,365,167,0,0,365,,1262,,12,15,,,,0,27,,,,,,,,0
940,"10-C-79-53","Ctr-Kor-S R Puram","Jangalapalli",69,69,150,0,0,69,,357,,2,12,,,,0,14,,,,,,,,0
941,"10-C-79-53","Ctr-Kor-S R Puram","Chinnathayyur",603,603,2264,0,0,603,,4073,,24,103,,,,1,128,,,,,,,,0
942,"10-C-79-53","Ctr-Kor-S R Puram","S.R.Puram",525,525,2073,0,0,525,,3648,,17,125,,,,5,147,,,,,,,,0
943,"10-C-79-53","Ctr-Kor-S R Puram","Patapalyam",241,241,889,0,0,241,,1612,,3,19,,,,1,23,,,,,,,,0
944,"10-C-79-53","Ctr-Kor-S R Puram","Durgarajapuram",87,87,347,0,0,87,,608,,4,25,,,,1,30,,,,,,,,0
945,"10-C-79-53","Ctr-Kor-S R Puram","Narasimharaja-puram",291,291,1223,0,0,291,,2096,,2,53,,,,0,55,,,,,,,,0
946,"10-C-79-53","Ctr-Kor-S R Puram","Giddamarajapuram",607,607,2438,0,0,607,,4259,,28,65,,,,2,95,,,,,,,,0
947,"10-C-79-53","Ctr-Kor-S R Puram","Machalamarri",48,48,,0,0,48,,144,,1,5,,,,0,6,,,,,,,,0
948,"10-C-79-53","Ctr-Kor-S R Puram","Mangunta",1068,1068,1391,233,0,1068,,4828,,14,106,,,,1,121,,,,,,,,0
949,"10-C-79-53","Ctr-Kor-S R Puram","Donnibumireddy",67,67,87,0,0,67,,288,,2,22,,,,1,25,,,,,,,,0
950,"10-C-79-53","Ctr-Kor-S R Puram","Vilasavaraha-puram",183,183,418,0,0,183,,967,,5,50,,,,1,56,,,,,,,,0
951,"10-C-79-53","Ctr-Kor-S R Puram","Ripunjayaraja-puram",133,133,675,0,0,133,,1074,,5,32,,,,1,38,,,,,,,,0
952,"10-C-79-54","Ctr-Kor-Palasamudram","Tirumalarajapuram",708,708,1279,129,212,496,,3532,,8.2,50,,,,1,59.2,,,,,,,,0
953,"10-C-79-54","Ctr-Kor-Palasamudram","Gangamambapuram",579,579,1312,0,140,439,,3049,,28,80,,,,2,110,,,,,,,,0
954,"10-C-79-54","Ctr-Kor-Palasamudram","Narasimhapuram",775,775,2209,81,200,575,,4615,,15.6,130,,,,7,152.6,,,,,,,,0
955,"10-C-79-54","Ctr-Kor-Palasamudram","Allapalagunta",67,67,79,0,4,63,,280,,0,7,,,,1,8,,,,,,,,0
956,"10-C-79-54","Ctr-Kor-Palasamudram","Mamidi Manumula",72,72,32,20,9,63,,268,,2,19,,,,0,21,,,,,,,,0
957,"10-C-79-54","Ctr-Kor-Palasamudram","L.N.Puram",515,515,440,121,120,395,,2106,,7.2,30,,,,1,38.2,,,,,,,,0
958,"10-C-79-54","Ctr-Kor-Palasamudram","Vengalrajukuppam",953,953,2334,216,241,712,,5409,,28,45,,,,1,74,,,,,,,,0
959,"10-C-79-54","Ctr-Kor-Palasamudram","Palasamudram",1103,1103,4451,358,166,937,,8118,,29.6,43,,,,7,79.6,,,,,,,,0
960,"10-C-79-54","Ctr-Kor-Palasamudram","Matavalam",16,16,298,0,0,16,,346,,1.4,5,,,,0,6.4,,,,,,,,0
961,"10-C-79-54","Ctr-Kor-Palasamudram","Simharajapuram",190,190,982,0,46,144,,1552,,5,22,,,,1,28,,,,,,,,0
962,"10-C-79-54","Ctr-Kor-Palasamudram","Sri Kaverirajapuram",1233,1233,2022,74,562,671,,5795,,32,75,,,,9,116,,,,,,,,0
963,"10-C-79-54","Ctr-Kor-Palasamudram","Krishna Janma puram",315,315,2053,0,39,276,,2998,,32.6,40,,,,3,75.6,,,,,,,,0
964,"10-C-79-54","Ctr-Kor-Palasamudram","Siddiraju Rangaraju kandriga",228,228,821,0,72,156,,1505,,10.6,47,,,,0,57.6,,,,,,,,0
965,"10-C-81-55","ctr_pa_GDNellore_GDNellore","100_Gollapalli",269,269,439,0,0,269,,1246,,3,28,,,,3,34,,,,,,,,0
966,"10-C-81-55","ctr_pa_GDNellore_GDNellore","Agaramangalam",333,333,1772,0,0,333,,2771,,10,62,,,,3,75,,,,,,,,0
967,"10-C-81-55","ctr_pa_GDNellore_GDNellore","Ambodarapalli",387,387,1310,0,0,387,,2471,,4,23,,,,1,28,,,,,,,,0
968,"10-C-81-55","ctr_pa_GDNellore_GDNellore","Atmakuru",129,129,567,0,0,129,,954,,4,30,,,,1,35,,,,,,,,0
969,"10-C-81-55","ctr_pa_GDNellore_GDNellore","B.E.Kandirga",8,8,0,0,0,8,,24,,0,0,,,,1,1,,,,,,,,0
970,"10-C-81-55","ctr_pa_GDNellore_GDNellore","Bujjinayanipalli",184,184,595,0,0,184,,1147,,6,15,,,,0,21,,,,,,,,0
971,"10-C-81-55","ctr_pa_GDNellore_GDNellore","Bukkapatnam",436,436,2320,0,0,436,,3628,,14,40,,,,0,54,,,,,,,,0
972,"10-C-81-55","ctr_pa_GDNellore_GDNellore","Chinnavepanjeri",560,560,1597,0,9,551,,3277,,9,88,,,,1,98,,,,,,,,0
973,"10-C-81-55","ctr_pa_GDNellore_GDNellore","Ellapalli",212,212,706,0,0,212,,1342,,8,30,,,,1,39,,,,,,,,0
974,"10-C-81-55","ctr_pa_GDNellore_GDNellore","Errabodireddipalli",89,89,284,0,0,89,,551,,2,9,,,,0,11,,,,,,,,0
975,"10-C-81-55","ctr_pa_GDNellore_GDNellore","G.D.Nellore",1123,1123,4444,0,75,1048,,7813,,15,90,,,,3,108,,,,,,,,0
976,"10-C-81-55","ctr_pa_GDNellore_GDNellore","Garigalapalli",156,156,382,0,0,156,,850,,6,10,,,,1,17,,,,,,,,0
977,"10-C-81-55","ctr_pa_GDNellore_GDNellore","Kadapagunta",174,174,1287,0,0,174,,1809,,6,23,,,,1,30,,,,,,,,0
978,"10-C-81-55","ctr_pa_GDNellore_GDNellore","Kalijavedu",605,605,1834,0,0,605,,3649,,13,100,,,,1,114,,,,,,,,0
979,"10-C-81-55","ctr_pa_GDNellore_GDNellore","Kondepalli",414,414,1363,0,31,383,,2605,,8,40,,,,2,50,,,,,,,,0
980,"10-C-81-55","ctr_pa_GDNellore_GDNellore","Kotagaram",626,626,2108,0,0,626,,3986,,14,35,,,,10,59,,,,,,,,0
981,"10-C-81-55","ctr_pa_GDNellore_GDNellore","Kottavenkatapuram",520,520,1446,81,0,520,,3087,,4,46,,,,2,52,,,,,,,,0
982,"10-C-81-55","ctr_pa_GDNellore_GDNellore","Mahadevamangalam",476,476,1816,0,0,476,,3244,,18,35,,,,2,55,,,,,,,,0
983,"10-C-81-55","ctr_pa_GDNellore_GDNellore","Mukkalathuru",668,668,2352,0,0,668,,4356,,17,60,,,,1,78,,,,,,,,0
984,"10-C-81-55","ctr_pa_GDNellore_GDNellore","Murtinayanipalli",184,184,1215,0,0,184,,1767,,4,17,,,,0,21,,,,,,,,0
985,"10-C-81-55","ctr_pa_GDNellore_GDNellore","Nallarallapalli",59,59,64,0,0,59,,241,,0,3,,,,1,4,,,,,,,,0
986,"10-C-81-55","ctr_pa_GDNellore_GDNellore","Nandanur",1504,1504,2961,202,13,1492,,7676,,13,106,,,,6,125,,,,,,,,0
987,"10-C-81-55","ctr_pa_GDNellore_GDNellore","Nellepalli",949,949,3342,0,63,887,,6190,,18,71,,,,6,95,,,,,,,,0
988,"10-C-81-55","ctr_pa_GDNellore_GDNellore","P.Venkatapuram",72,72,761,0,28,44,,977,,2,30,,,,1,33,,,,,,,,0
989,"10-C-81-55","ctr_pa_GDNellore_GDNellore","Patapalyam",324,324,1203,0,44,280,,2175,,5,28,,,,1,34,,,,,,,,0
990,"10-C-81-55","ctr_pa_GDNellore_GDNellore","Tungundram",1409,1409,5155,191,206,1203,,9573,,17,50,,,,3,70,,,,,,,,0
991,"10-C-81-55","ctr_pa_GDNellore_GDNellore","Varathuru",1391,1391,4059,243,0,1391,,8475,,32,70,,,,5,107,,,,,,,,0
992,"10-C-81-55","ctr_pa_GDNellore_GDNellore","Vejjupalli",807,807,2598,0,156,651,,5019,,13,70,,,,14,97,,,,,,,,0
993,"10-C-81-55","ctr_pa_GDNellore_GDNellore","Vepanjeri",895,895,2710,40,0,895,,5435,,20,110,,,,4,134,,,,,,,,0
994,"10-C-81-55","ctr_pa_GDNellore_GDNellore","Viraka Nellore",846,846,1493,0,0,846,,4031,,9,50,,,,7,66,,,,,,,,0
995,"10-C-81-55","ctr_pa_GDNellore_GDNellore","Amudala Putturu",237,237,422,43,56,181,,1176,,8,40,,,,2,50,,,,,,,,0
996,"10-C-81-55","ctr_pa_GDNellore_GDNellore","Balakrishnapuram",80,80,405,0,25,55,,645,,1,0,,,,1,2,,,,,,,,0
997,"10-C-81-55","ctr_pa_GDNellore_GDNellore","KaveriRajapuram",1233,1233,290,74,562,671,,4063,,6,18,,,,1,25,,,,,,,,0
998,"10-C-81-55","ctr_pa_GDNellore_GDNellore","Charvaganiaplli",238,238,685,0,61,177,,1399,,5,25,,,,3,33,,,,,,,,0
999,"10-C-81-55","ctr_pa_GDNellore_GDNellore","Chinnasamudram Agraharam",139,139,319,0,29,110,,736,,3,35,,,,1,39,,,,,,,,0
1000,"10-C-81-55","ctr_pa_GDNellore_GDNellore","Guntipalli",1119,1119,3363,0,212,907,,6720,,17,130,,,,8,155,,,,,,,,0
1001,"10-C-81-55","ctr_pa_GDNellore_GDNellore","Kalavagunta",1403,1403,6110,0,0,1403,,10319,,24,115,,,,7,146,,,,,,,,0
1002,"10-C-81-55","ctr_pa_GDNellore_GDNellore","Kondama Agraharam",45,45,90,0,0,45,,225,,2,8,,,,2,12,,,,,,,,0
1003,"10-C-81-55","ctr_pa_GDNellore_GDNellore","Mopireddipalli",197,197,665,0,75,122,,1256,,5,21,,,,1,27,,,,,,,,0
1004,"10-C-81-55","ctr_pa_GDNellore_GDNellore","Nanjarapalli",332,332,790,0,0,332,,1786,,3,53,,,,0,56,,,,,,,,0
1005,"10-C-81-55","ctr_pa_GDNellore_GDNellore","Pulikallu",1186,1186,3367,0,180,1006,,6925,,21,160,,,,4,185,,,,,,,,0
1006,"10-C-81-55","ctr_pa_GDNellore_GDNellore","Samireddipalli",800,800,2978,0,7,793,,5378,,31,165,,,,7,203,,,,,,,,0
1007,"10-C-81-55","ctr_pa_GDNellore_GDNellore","Satambakam",819,819,2109,0,0,819,,4566,,16,126,,,,4,146,,,,,,,,0
1008,"10-C-81-55","ctr_pa_GDNellore_GDNellore","Basireddipalli",420,420,813,0,249,171,,2073,,4,50,,,,7,61,,,,,,,,0
1009,"10-C-81-55","ctr_pa_GDNellore_GDNellore","Katikapalli",572,572,1324,0,265,307,,3040,,4,30,,,,1,35,,,,,,,,0
1010,"10-C-81-55","ctr_pa_GDNellore_GDNellore","Kotarlapalli",282,282,233,0,0,282,,1079,,2,45,,,,0,47,,,,,,,,0
1011,"10-C-81-55","ctr_pa_GDNellore_GDNellore","Kottapalli",488,488,2455,0,138,350,,3919,,7,75,,,,3,85,,,,,,,,0
1012,"10-C-81-55","ctr_pa_GDNellore_GDNellore","Marripalli D.K.",123,123,720,0,0,123,,1089,,1,12,,,,0,13,,,,,,,,0
1013,"10-C-81-55","ctr_pa_GDNellore_GDNellore","Bommayapalli",134,134,1419,0,0,134,,1821,,6,13,,,,2,21,,,,,,,,0
1014,"10-C-81-55","ctr_pa_GDNellore_GDNellore","Devalampeta",480,480,1224,0,123,357,,2664,,9,45,,,,4,58,,,,,,,,0
1015,"10-C-81-55","ctr_pa_GDNellore_GDNellore","Gaarampalli",51,51,268,0,27,24,,421,,2,3,,,,1,6,,,,,,,,0
1016,"10-C-81-55","ctr_pa_GDNellore_GDNellore","Jada Bapana Palli",29,29,0,0,0,29,,87,,2,11,,,,0,13,,,,,,,,0
1017,"10-C-81-55","ctr_pa_GDNellore_GDNellore","Marripalli uttarapu kandriga",261,261,640,0,36,225,,1423,,6,29,,,,0,35,,,,,,,,0
1018,"10-C-81-55","ctr_pa_GDNellore_GDNellore","Tettugundlapalli100",99,99,219,0,29,70,,516,,1,17,,,,0,18,,,,,,,,0
1019,"10-C-81-55","ctr_pa_GDNellore_GDNellore","Tippinayudupalli",319,319,1046,0,36,283,,2003,,7,75,,,,1,83,,,,,,,,0
1020,"10-C-81-55","ctr_pa_GDNellore_GDNellore","Yetti Rangani palle",184,184,0,0,25,159,,552,,3,4,,,,0,7,,,,,,,,0
1021,"10-C-81-55","ctr_pa_GDNellore_GDNellore","Ramakrishnapuram",445,445,1066,0,200,245,,2401,,7,25,,,,6,38,,,,,,,,0
1022,"10-C-81-56","ctr-pa-Mangalampetavanka-puthalapattu","Achamma Agraharam",135,135,671,0,0,135,,1076,,8,25,,,,4,37,,,,,,,,0
1023,"10-C-81-56","ctr-pa-Mangalampetavanka-puthalapattu","Ganugupenta",617,617,1634,348,43,574,,3833,,23,48,,,,11,82,,,,,,,,0
1024,"10-C-81-56","ctr-pa-Mangalampetavanka-puthalapattu","Gorpadu",988,988,1948,48,39,949,,4960,,40,65,,,,11,116,,,,,,,,0
1025,"10-C-81-56","ctr-pa-Mangalampetavanka-puthalapattu","K.Oddupalli",775,775,2311,0,48,727,,4636,,33,92,,,,7,132,,,,,,,,0
1026,"10-C-81-56","ctr-pa-Mangalampetavanka-puthalapattu","Maddinayunipalli",1095,1095,2102,258,396,699,,5645,,17,30,,,,5,52,,,,,,,,0
1027,"10-C-81-56","ctr-pa-Mangalampetavanka-puthalapattu","Mogarala",1618,1618,3606,758,254,1364,,9218,,39,193,,,,8,240,,,,,,,,0
1028,"10-C-81-56","ctr-pa-Mangalampetavanka-puthalapattu","Nagamma Agraharam",164,164,4,0,72,92,,496,,4,9,,,,1,14,,,,,,,,0
1029,"10-C-81-56","ctr-pa-Mangalampetavanka-puthalapattu","Pakala",2913,2913,21565,0,583,2330,,30304,,103,140,,,,25,268,,,,,,,,0
1030,"10-C-81-56","ctr-pa-Mangalampetavanka-puthalapattu","Peddaramapuram",455,455,1518,304,141,314,,3187,,20,18,,,,2,40,,,,,,,,0
