,,,,Command Area,,Non command Area,,Poor quality area,,
,,,,Residential,,Residential,,Residential,,
Sr.no,Watershed code,GW watershed name,village name,DWDW/HP,DW PWS,DWDW/HP,DW PWS,DWDW/HP,DW PWS,Total
147,03_F_14_21_,VSP_F_14_C_SARADA-7_ELAMANCHILI,Petasudipuram,1,1,0,0,0,0,2
148,03_F_14_21_,VSP_F_14_C_SARADA-7_ELAMANCHILI,Vemagiri,12,1,0,0,0,0,13
149,03_F_14_21_,VSP_F_14_C_SARADA-7_ELAMANCHILI,Rajala,0,0,2,0,0,0,2
150,03_F_14_21_,VSP_F_14_C_SARADA-7_ELAMANCHILI,Marripalem,0,0,1,0,0,0,1
151,03_F_14_21_,VSP_F_14_C_SARADA-7_ELAMANCHILI,Rajala Agraharam,0,0,7,1,0,0,8
152,03_F_14_21_,VSP_F_14_C_SARADA-7_ELAMANCHILI,Dimili,0,0,9,0,0,0,9
153,03_F_14_21_,VSP_F_14_C_SARADA-7_ELAMANCHILI,Mamidivada,0,0,10,2,0,0,12
154,03_F_14_21_,VSP_F_14_C_SARADA-7_ELAMANCHILI,Kotturu,0,0,12,2,0,0,14
155,03_F_14_21_,VSP_F_14_C_SARADA-7_ELAMANCHILI,Kattubolu,0,0,1,0,0,0,1
156,03_F_14_21_,VSP_F_14_C_SARADA-7_ELAMANCHILI,Murakada,0,0,2,1,0,0,3
157,03_F_14_21_,VSP_F_14_C_SARADA-7_ELAMANCHILI,Kumaravalli,0,0,2,1,0,0,3
158,03_F_14_21_,VSP_F_14_C_SARADA-7_ELAMANCHILI,Elamanchili,0,0,0,0,0,0,0
159,03_F_14_21_,VSP_F_14_C_SARADA-7_ELAMANCHILI,Yerravaram,0,0,36,1,0,0,37
160,03_F_14_21_,VSP_F_14_C_SARADA-7_ELAMANCHILI,Kattupalem,0,0,3,1,0,0,4
161,03_F_14_21_,VSP_F_14_C_SARADA-7_ELAMANCHILI,Somalingapuram,0,0,11,2,0,0,13
162,03_F_14_21_,VSP_F_14_C_SARADA-7_ELAMANCHILI,Kokkirapalle,0,0,45,3,0,0,48
163,03_F_14_21_,VSP_F_14_C_SARADA-7_ELAMANCHILI,Thurangalapalem,0,0,0,0,0,0,0
164,03_F_14_21_,VSP_F_14_C_SARADA-7_ELAMANCHILI,Jampapalem,0,1,0,0,0,0,1
165,03_F_14_21_,VSP_F_14_C_SARADA-7_ELAMANCHILI,Regupalem,0,0,39,5,0,0,44
166,03_F_14_21_,VSP_F_14_C_SARADA-7_ELAMANCHILI,Therupuvalli,0,0,0,0,0,0,0
167,03_F_14_21_,VSP_F_14_C_SARADA-7_ELAMANCHILI,Krishnapuram,0,0,25,1,0,0,26
168,03_F_14_21_,VSP_F_14_C_SARADA-7_ELAMANCHILI,Gollagunta,0,0,0,0,0,0,0
169,03_F_14_21_,VSP_F_14_C_SARADA-7_ELAMANCHILI,Yenugu Tuni,1,3,0,0,0,0,4
170,03_F_14_21_,VSP_F_14_C_SARADA-7_ELAMANCHILI,N.G.Palem,0,0,6,6,0,0,12
171,03_F_14_21_,VSP_F_14_C_SARADA-7_ELAMANCHILI,Ameersahebpeta,0,0,8,2,0,0,10
172,03_F_14_21_,VSP_F_14_C_SARADA-7_ELAMANCHILI,Chintalapalem,0,0,4,4,0,0,8
173,03_F_14_21_,VSP_F_14_C_SARADA-7_ELAMANCHILI,Gobburu,0,0,4,1,0,0,5
174,03_F_14_21_,VSP_F_14_C_SARADA-7_ELAMANCHILI,Jattapureddituni,0,0,6,2,0,0,8
175,03_F_14_21_,VSP_F_14_C_SARADA-7_ELAMANCHILI,Somavaram,0,0,8,3,0,0,11
176,03_F_14_12,VSP_F_14_C_SARADA-11_V.MADUGULA,MADUGULA,131,4,0,0,0,0,135
177,03_F_14_12,VSP_F_14_C_SARADA-11_V.MADUGULA,M.KODURU,0,0,24,1,0,0,25
178,03_F_14_12,VSP_F_14_C_SARADA-11_V.MADUGULA,TATIPARTI,0,0,27,2,0,0,29
179,03_F_14_12,VSP_F_14_C_SARADA-11_V.MADUGULA,CHINTALURU_B.AGRAHARAM,5,1,0,0,0,0,6
180,03_F_14_12,VSP_F_14_C_SARADA-11_V.MADUGULA,Bhagavathula Agrm. UI,0,0,0,0,0,0,0
181,03_F_14_12,VSP_F_14_C_SARADA-11_V.MADUGULA,M.KRISHNAPURAM,0,0,13,1,0,0,14
182,03_F_14_12,VSP_F_14_C_SARADA-11_V.MADUGULA,VOMMALI,18,2,0,0,0,0,20
183,03_F_14_12,VSP_F_14_C_SARADA-11_V.MADUGULA,V.JAGANNADHAPURAM,9,2,0,0,0,0,11
184,03_F_14_12,VSP_F_14_C_SARADA-11_V.MADUGULA,P.SIVARAMPURAM,0,0,4,0,0,0,4
185,03_F_14_12,VSP_F_14_C_SARADA-11_V.MADUGULA,VONGILIPAKA,0,0,0,0,0,0,0
186,03_F_14_12,VSP_F_14_C_SARADA-11_V.MADUGULA,KINTALI,0,0,10,2,0,0,12
187,03_F_14_12,VSP_F_14_C_SARADA-11_V.MADUGULA,K.VALLAPURAM,0,0,15,2,0,0,17
188,03_F_14_12,VSP_F_14_C_SARADA-11_V.MADUGULA,AVURUVADA,0,0,4,1,0,0,5
189,03_F_14_12,VSP_F_14_C_SARADA-11_V.MADUGULA,TIRUVADA,0,0,15,2,0,0,17
190,03_F_14_12,VSP_F_14_C_SARADA-11_V.MADUGULA,SANGHYAM,0,0,1,0,0,0,1
191,03_F_14_12,VSP_F_14_C_SARADA-11_V.MADUGULA,P.GORRIGEDDA,0,0,2,0,0,0,2
192,03_F_14_12,VSP_F_14_C_SARADA-11_V.MADUGULA,CH.GORRIGEDDA,0,0,6,0,0,0,6
193,03_F_14_12,VSP_F_14_C_SARADA-11_V.MADUGULA,PEDA SARADA,0,0,1,0,0,0,1
194,03_F_14_12,VSP_F_14_C_SARADA-11_V.MADUGULA,CHINA SARADA,0,0,1,0,0,0,1
195,03_F_14_12,VSP_F_14_C_SARADA-11_V.MADUGULA,ANKURU,0,0,4,1,0,0,5
196,03_F_14_12,VSP_F_14_C_SARADA-11_V.MADUGULA,KAGITA,0,0,3,0,0,0,3
197,03_F_14_12,VSP_F_14_C_SARADA-11_V.MADUGULA,K.JAGANNADHAPURAM,29,5,0,0,0,0,34
198,03_F_14_12,VSP_F_14_C_SARADA-11_V.MADUGULA,VANTRAM,0,0,4,0,0,0,4
199,03_F_14_12,VSP_F_14_C_SARADA-11_V.MADUGULA,LAXMIPURAM,0,0,2,0,0,0,2
200,03_F_14_12,VSP_F_14_C_SARADA-11_V.MADUGULA,YERUKUVADA,0,0,2,0,0,0,2
201,03_F_14_12,VSP_F_14_C_SARADA-11_V.MADUGULA,POTHUPUDI,0,0,13,2,0,0,15
202,03_F_14_12,VSP_F_14_C_SARADA-11_V.MADUGULA,POTTIDORAPALEM,0,0,18,2,0,0,20
203,03_F_14_12,VSP_F_14_C_SARADA-11_V.MADUGULA,GANTIKORLAM,0,0,10,1,0,0,11
204,03_F_14_12,VSP_F_14_C_SARADA-11_V.MADUGULA,NIMMALOVA,0,0,0,0,0,0,0
205,03_F_14_12,VSP_F_14_C_SARADA-11_V.MADUGULA,L.B.P.AGRAHARAM,0,0,12,2,0,0,14
206,03_F_14_12,VSP_F_14_C_SARADA-11_V.MADUGULA,LOPUDI,0,0,20,5,0,0,25
207,03_F_14_12,VSP_F_14_C_SARADA-11_V.MADUGULA,VADDADI,0,0,48,6,0,0,54
208,03_F_14_12,VSP_F_14_C_SARADA-11_V.MADUGULA,LOLURU,0,0,0,0,0,0,0
209,03_F_14_12,VSP_F_14_C_SARADA-11_V.MADUGULA,BATLOVA,0,0,1,0,0,0,1
210,03_F_14_12,VSP_F_14_C_SARADA-11_V.MADUGULA,RAVIKAMATAM,0,0,49,3,0,0,52
211,03_F_14_12,VSP_F_14_C_SARADA-11_V.MADUGULA,GUMMALAPADU,0,0,6,1,0,0,7
212,03_F_14_12,VSP_F_14_C_SARADA-11_V.MADUGULA,KOMIRA,0,0,6,1,0,0,7
213,03_F_14_12,VSP_F_14_C_SARADA-11_V.MADUGULA,BUDI BANDA,0,0,4,1,0,0,5
214,03_F_14_12,VSP_F_14_C_SARADA-11_V.MADUGULA,K.B.PURA AGRAGARAM,0,0,8,1,0,0,9
215,03_F_14_12,VSP_F_14_C_SARADA-11_V.MADUGULA,KAVAGUNTA,0,0,8,1,0,0,9
216,03_F_14_12,VSP_F_14_C_SARADA-11_V.MADUGULA,KONTABILLI,0,0,11,2,0,0,13
217,03_F_14_12,VSP_F_14_C_SARADA-11_V.MADUGULA,MATSAPURAM,0,0,3,0,0,0,3
218,03_F_14_12,VSP_F_14_C_SARADA-11_V.MADUGULA,BANDANAPADU,0,0,5,0,0,0,5
219,03_F_14_12,VSP_F_14_C_SARADA-11_V.MADUGULA,DIDDI,0,0,1,0,0,0,1
220,03_F_14_12,VSP_F_14_C_SARADA-11_V.MADUGULA,KANADA,0,0,3,0,0,0,3
221,03_F_14_12,VSP_F_14_C_SARADA-11_V.MADUGULA,PEDA PACHILA,0,0,4,0,0,0,4
222,03_F_14_12,VSP_F_14_C_SARADA-11_V.MADUGULA,T.ARJAPURAM,0,0,49,3,0,0,52
223,03_F_14_12,VSP_F_14_C_SARADA-11_V.MADUGULA,GARINAKAM,0,0,18,1,0,0,19
